OTU	Size	Kingdom	Phylum	Class	Order	Family	Genus	color	phylum_color
Otu00195	17105	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	#0A0AA6	lightcyan
Otu00196	16844	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	#4672F8	lightcyan
Otu00197	16377	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00198	16005	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00199	15949	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	#FF0000	salmon
Otu00200	15698	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu00201	15376	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00202	15302	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00203	15290	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00204	15247	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00205	15220	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	#F172A7	lightcyan
Otu00206	14734	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00207	14564	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00208	14168	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	#B57381	lightcyan
Otu00209	14086	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu00210	14062	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu00211	14010	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00212	13927	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00213	13790	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00214	13706	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu00215	13495	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00216	13380	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00217	13338	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00218	13307	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	#4672F8	lightcyan
Otu00219	13206	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00220	13051	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Olsenella	#8B0000	seashell
Otu00221	13042	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Asaccharobacter	seashell	seashell
Otu00222	13032	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	#4672F8	lightcyan
Otu00223	12892	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu00224	12890	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00225	12675	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00226	12669	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_	Clostridium_sensu_stricto	#036C98	lightcyan
Otu00227	12407	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00228	12250	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00229	12200	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Eggerthella	seashell	seashell
Otu00230	12115	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	#00FFFF	grey50
Otu00231	12026	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00232	11914	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVb	#F6A8B2	lightcyan
Otu00233	11697	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00234	11427	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00235	11369	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00236	11258	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	#191970	lightcyan
Otu00237	11202	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	#A70F68	lightcyan
Otu00238	11115	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu00239	11101	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	hotpink	lightpink
Otu00240	11039	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00241	10989	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00242	10702	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	#38955D	darkseagreen1
Otu00243	10650	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00244	10582	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	#0A0AA6	lightcyan
Otu00245	10556	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00246	10495	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00247	10430	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu00248	10254	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00249	10178	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	#0A0AA6	lightcyan
Otu00250	10117	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurellaceae_unclassified	#DDA417	lightgoldenyellow
Otu00251	10029	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00252	9986	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00253	9873	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00254	9864	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00255	9838	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu00256	9643	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00257	9447	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu00258	9389	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00259	9264	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	#191970	lightcyan
Otu00260	9212	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	lightgoldenyellow	lightgoldenyellow
Otu00261	9158	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	#00C100	darkseagreen1
Otu00262	8904	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00263	8738	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00264	8733	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00265	8699	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu00266	8674	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00267	8626	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	#38955D	darkseagreen1
Otu00268	8548	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_	Clostridium_sensu_stricto	#036C98	lightcyan
Otu00269	8492	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00270	8421	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	#C71389	lightcyan
Otu00271	8361	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	#355CA6	lightcyan
Otu00272	8278	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified	#981515	seashell
Otu00273	8277	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00274	8155	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00275	8030	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu00276	7991	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00277	7904	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurellaceae_unclassified	#DDA417	lightgoldenyellow
Otu00278	7825	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	#0000FC	lightcyan
Otu00279	7791	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	#CA07B3	lightcyan
Otu00280	7665	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00281	7463	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00282	7441	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00283	7303	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Anaerorhabdus	darkseagreen1	darkseagreen1
Otu00284	7231	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	#0000DE	lightcyan
Otu00285	7176	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	#D2B48C	seashell
Otu00286	7047	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00287	7016	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	#58A2EA	lightcyan
Otu00288	6917	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00289	6907	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcus	#EE4EEE	lightcyan
Otu00290	6869	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00291	6865	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_unclassified	#1584DC	lightcyan
Otu00292	6763	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00293	6731	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00294	6692	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu00295	6672	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu00296	6661	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00297	6652	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00298	6651	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	#D800D8	lightcyan
Otu00299	6534	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonellaceae_unclassified	#8B0856	lightcyan
Otu00300	6486	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00301	6285	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	lightcyan	lightcyan
Otu00302	6072	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00303	6045	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu00304	6031	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00305	6025	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00306	6001	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	#0000FC	lightcyan
Otu00307	5884	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00308	5810	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Clostridium_XVIII	#82C6E5	lightcyan
Otu00309	5793	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified	#981515	seashell
Otu00310	5772	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	#008B8B	black
Otu00311	5771	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Clostridium_XVIII	#82C6E5	lightcyan
Otu00312	5748	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	#64C276	darkseagreen1
Otu00313	5725	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00314	5680	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	#00C100	darkseagreen1
Otu00315	5675	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	#E5AC1C	lightgoldenyellow
Otu00316	5675	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00317	5586	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	#191970	lightcyan
Otu00318	5528	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	#D8939D	lightcyan
Otu00319	5522	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00320	5512	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	black	grey50
Otu00321	5402	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00322	5302	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	#F172A7	lightcyan
Otu00323	5251	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales_unclassified	Bacteroidales_unclassified	#6FE66F	darkseagreen1
Otu00324	5250	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00325	5182	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	#008B8B	black
Otu00326	5138	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00327	5115	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	#E5AC1C	lightgoldenyellow
Otu00328	5107	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu00329	5090	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	#00C100	darkseagreen1
Otu00330	5089	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	#D598AF	lightcyan
Otu00331	5067	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00332	4995	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00333	4992	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	#E5AC1C	lightgoldenyellow
Otu00334	4983	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_unclassified	Burkholderiales_unclassified	#E5D703	lightgoldenyellow
Otu00335	4983	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00336	4966	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00337	4906	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu00338	4892	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	#90EE90	darkseagreen1
Otu00339	4889	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	#006400	darkseagreen1
Otu00340	4883	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00341	4851	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	#355CA6	lightcyan
Otu00342	4840	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00343	4810	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00344	4772	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00345	4728	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00346	4664	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00347	4610	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonadaceae_unclassified	#009200	darkseagreen1
Otu00348	4598	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00349	4445	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	#0000FC	lightcyan
Otu00350	4402	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00351	4373	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00352	4326	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	#36648B	lightcyan
Otu00353	4280	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00354	4265	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	#0A0AA6	lightcyan
Otu00355	4239	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	#D598AF	lightcyan
Otu00356	4170	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00357	4084	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00358	4079	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	#EEA711	lightgoldenyellow
Otu00359	4061	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00360	4038	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00361	4020	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00362	4002	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	#0829C1	lightcyan
Otu00363	3953	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	#355CA6	lightcyan
Otu00364	3881	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_	Clostridium_sensu_stricto	#036C98	lightcyan
Otu00365	3848	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00366	3826	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00367	3811	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	#197CDC	lightcyan
Otu00368	3773	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified	#0000CD	lightcyan
Otu00369	3766	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV	#355CA6	lightcyan
